# Amtliche Adressen für die Postleitzahl 24143
#
# Heruntergeladen aus dem INSPIRE WFS-Downloaddienst des Landesamtes für
# Vermessung und Geoinformation Schleswig-Holstein. Die Daten stehen unter
# der CC-BY-4.0-Lizenz.
#
# Datenquelle: © GeoBasis-DE/LVermGeo SH/CC BY 4.0
# Mehr Informationen: https://github.com/hriebl/sh-addresses
# Stichtag: 03.04.2025
uri,plz,stadt,strasse,nummer,zusatz,lat,lon
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bAWA,24143,"Kiel, Landeshauptstadt",Gustav-Schatz-Hof,11,a,54.31195448,10.15192265
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bAWB,24143,"Kiel, Landeshauptstadt",Gustav-Schatz-Hof,11,b,54.31197422,10.15184336
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bAWC,24143,"Kiel, Landeshauptstadt",Gustav-Schatz-Hof,12,,54.31216165,10.15081505
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bAWD,24143,"Kiel, Landeshauptstadt",Gustav-Schatz-Hof,13,,54.31199301,10.15176713
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bAWE,24143,"Kiel, Landeshauptstadt",Gustav-Schatz-Hof,13,a,54.3120104,10.15169669
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bAWF,24143,"Kiel, Landeshauptstadt",Gustav-Schatz-Hof,13,b,54.31202753,10.15162823
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bAWG,24143,"Kiel, Landeshauptstadt",Gustav-Schatz-Hof,14,,54.31194735,10.15005686
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bAWH,24143,"Kiel, Landeshauptstadt",Gustav-Schatz-Hof,15,,54.31204397,10.15156084
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bAWI,24143,"Kiel, Landeshauptstadt",Gustav-Schatz-Hof,15,a,54.31206478,10.15147706
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bAWJ,24143,"Kiel, Landeshauptstadt",Gustav-Schatz-Hof,15,b,54.31208414,10.15139908
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bAWK,24143,"Kiel, Landeshauptstadt",Gustav-Schatz-Hof,15,c,54.31210003,10.15133498
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bAWL,24143,"Kiel, Landeshauptstadt",Gustav-Schatz-Hof,16,,54.31192265,10.1505144
