# Amtliche Adressen für die Postleitzahl 25855
#
# Heruntergeladen aus dem INSPIRE WFS-Downloaddienst des Landesamtes für
# Vermessung und Geoinformation Schleswig-Holstein. Die Daten stehen unter
# der CC-BY-4.0-Lizenz.
#
# Datenquelle: © GeoBasis-DE/LVermGeo SH/CC BY 4.0
# Mehr Informationen: https://github.com/hriebl/sh-addresses
# Stichtag: 03.04.2025
uri,plz,stadt,strasse,nummer,zusatz,lat,lon
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHA0,25855,Haselund,Schulstraße,23,,54.59707701,9.1847543
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHA1,25855,Haselund,Schulstraße,24,,54.59843363,9.18648127
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHA2,25855,Haselund,Schulstraße,25,,54.5968401,9.18440425
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHA3,25855,Haselund,Schulstraße,26,,54.59831356,9.18629492
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHA4,25855,Haselund,Schulstraße,27,,54.59659622,9.18407287
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHA5,25855,Haselund,Schulstraße,28,,54.59840707,9.18526222
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHA6,25855,Haselund,Schulstraße,3,,54.59935824,9.1889968
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHA7,25855,Haselund,Schulstraße,30,,54.59809206,9.18549904
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHA8,25855,Haselund,Schulstraße,32,,54.59732214,9.18449917
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHA9,25855,Haselund,Schulstraße,34,,54.59715093,9.18423453
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAA,25855,Haselund,Sönnigeskoppel,10,,54.59515669,9.1806899
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAB,25855,Haselund,Sönnigeskoppel,11,,54.59484187,9.18074392
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAC,25855,Haselund,Sönnigeskoppel,2,,54.595062,9.18264779
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAD,25855,Haselund,Sönnigeskoppel,3,,54.59485701,9.18216406
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAE,25855,Haselund,Sönnigeskoppel,4,,54.59507001,9.18213259
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAF,25855,Haselund,Sönnigeskoppel,5,,54.59486164,9.18187161
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAG,25855,Haselund,Sönnigeskoppel,6,,54.59507588,9.18167606
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAH,25855,Haselund,Sönnigeskoppel,7,,54.59485539,9.18148948
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAI,25855,Haselund,Sönnigeskoppel,8,,54.59509678,9.1811363
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAJ,25855,Haselund,Sönnigeskoppel,9,,54.59482281,9.181143
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAK,25855,Haselund,Brook-Vierhoiken,1,,54.59801436,9.17041522
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAL,25855,Haselund,Brook-Vierhoiken,2,,54.59793473,9.16995884
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAM,25855,Haselund,Brook-Vierhoiken,4,,54.59898434,9.16748454
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAN,25855,Haselund,Bujes Gang,1,,54.60388467,9.19065124
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAa,25855,Haselund,Schulstraße,36,,54.5970084,9.18404349
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAb,25855,Haselund,Schulstraße,36,a,54.59383324,9.18238462
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAc,25855,Haselund,Schulstraße,38,,54.59348422,9.18217347
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAd,25855,Haselund,Schulstraße,4,,54.59965294,9.18881226
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAe,25855,Haselund,Schulstraße,40,,54.59290482,9.18183766
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAf,25855,Haselund,Schulstraße,5,,54.59921165,9.18872786
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAg,25855,Haselund,Schulstraße,6,,54.59948021,9.18855428
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAh,25855,Haselund,Schulstraße,7,,54.59909881,9.18848297
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAi,25855,Haselund,Schulstraße,8,,54.59937255,9.18833434
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAj,25855,Haselund,Schulstraße,9,,54.59895662,9.18820025
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAk,25855,Haselund,Toft,1,,54.60067515,9.19146885
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAl,25855,Haselund,Toft,10,,54.60178545,9.19160317
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAm,25855,Haselund,Toft,11,,54.60176183,9.19121521
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAn,25855,Haselund,Toft,12,,54.60212459,9.19151692
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAo,25855,Haselund,Toft,12,a,54.60219297,9.19149156
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAp,25855,Haselund,Toft,13,,54.60195331,9.19116203
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAq,25855,Haselund,Toft,2,,54.60081656,9.19196778
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAr,25855,Haselund,Toft,3,,54.6009188,9.1913981
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAs,25855,Haselund,Toft,4,,54.60106103,9.19181954
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAt,25855,Haselund,Toft,5,,54.60122241,9.19140545
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAu,25855,Haselund,Toft,6,,54.60134599,9.19173466
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAv,25855,Haselund,Toft,7,,54.60149287,9.19131525
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAw,25855,Haselund,Toft,8,,54.60160395,9.19165688
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAx,25855,Haselund,Toft,9,,54.60168443,9.19124088
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAy,25855,Haselund,Sönnigeskoppel,1,a,54.59484199,9.18257644
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHAz,25855,Haselund,Sönnigeskoppel,1,b,54.59484612,9.18247889
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0003eHvS,25855,Haselund,Am Bahnhof,1,,54.59646875,9.17456639
