# Amtliche Adressen für die Postleitzahl 22956
#
# Heruntergeladen aus dem INSPIRE WFS-Downloaddienst des Landesamtes für
# Vermessung und Geoinformation Schleswig-Holstein. Die Daten stehen unter
# der CC-BY-4.0-Lizenz.
#
# Datenquelle: © GeoBasis-DE/LVermGeo SH/CC BY 4.0
# Mehr Informationen: https://github.com/hriebl/sh-addresses
# Stichtag: 03.04.2025
uri,plz,stadt,strasse,nummer,zusatz,lat,lon
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0000LlHS,22956,Grönwohld,Alte Siedlung,1,,53.63972959,10.40400202
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0000LlHT,22956,Grönwohld,Alte Siedlung,10,,53.63931274,10.40286993
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0000LlHU,22956,Grönwohld,Alte Siedlung,10,a,53.6391412,10.40299728
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0000LlHV,22956,Grönwohld,Alte Siedlung,11,,53.63945781,10.4026048
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0000LlHW,22956,Grönwohld,Alte Siedlung,12,,53.63911418,10.4024611
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0000LlHX,22956,Grönwohld,Alte Siedlung,14,,53.63888526,10.40217046
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0000LlHY,22956,Grönwohld,Alte Siedlung,14,a,53.6385968,10.40283008
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0000LlHZ,22956,Grönwohld,Alte Siedlung,14,b,53.63875269,10.40249557
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0000LlI0,22956,Grönwohld,Alte Siedlung,15,,53.63935585,10.40236396
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0000LlI1,22956,Grönwohld,Alte Siedlung,16,,53.63838931,10.40324069
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0000LlI2,22956,Grönwohld,Alte Siedlung,17,,53.63919797,10.40210102
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0000LlI3,22956,Grönwohld,Alte Siedlung,18,,53.63844751,10.40348516
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0000LlI4,22956,Grönwohld,Alte Siedlung,19,,53.63862282,10.402103
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0000LlI5,22956,Grönwohld,Alte Siedlung,2,,53.63954702,10.40421496
