# Amtliche Adressen für die Postleitzahl 25377
#
# Heruntergeladen aus dem INSPIRE WFS-Downloaddienst des Landesamtes für
# Vermessung und Geoinformation Schleswig-Holstein. Die Daten stehen unter
# der CC-BY-4.0-Lizenz.
#
# Datenquelle: © GeoBasis-DE/LVermGeo SH/CC BY 4.0
# Mehr Informationen: https://github.com/hriebl/sh-addresses
# Stichtag: 03.04.2025
uri,plz,stadt,strasse,nummer,zusatz,lat,lon
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004XLqT,25377,Kollmar,Große Kirchreihe,49,a,53.73153988,9.46666444
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a0fH,25377,Kollmar,Kleiner Weg,4,,53.76372914,9.54451763
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90A,25377,Kollmar,Am Deich,17,,53.7258726,9.49225214
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90B,25377,Kollmar,Am Deich,19,,53.72580476,9.49248147
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90C,25377,Kollmar,Am Deich,20,,53.72590697,9.4930089
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90D,25377,Kollmar,Am Deich,21,,53.72564279,9.49298963
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90E,25377,Kollmar,Am Deich,22,,53.72584268,9.49353771
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90F,25377,Kollmar,Am Deich,23,,53.72547224,9.49360362
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90G,25377,Kollmar,Am Deich,25,,53.72542489,9.49396248
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90H,25377,Kollmar,Am Deich,27,,53.72535298,9.4943902
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90I,25377,Kollmar,Am Deich,29,,53.72525004,9.4947145
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90K,25377,Kollmar,Am Deich,31,,53.72513868,9.4951705
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90L,25377,Kollmar,Am Deich,32,,53.72561608,9.49502919
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90M,25377,Kollmar,Am Deich,33,,53.72502037,9.49561042
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90N,25377,Kollmar,Am Deich,34,,53.72545807,9.49522745
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90O,25377,Kollmar,Am Deich,35,,53.72495357,9.49602011
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90P,25377,Kollmar,Am Deich,36,,53.72537874,9.49547685
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90Q,25377,Kollmar,Am Deich,37,,53.72489629,9.49632722
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90R,25377,Kollmar,Am Deich,38,,53.7253497,9.49575846
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90S,25377,Kollmar,Am Deich,39,,53.72469413,9.4970901
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90T,25377,Kollmar,Am Deich,39,a,53.72478198,9.49673282
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90U,25377,Kollmar,Am Deich,40,,53.72538765,9.49596371
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90V,25377,Kollmar,Am Deich,41,,53.72436767,9.4989413
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90W,25377,Kollmar,Am Deich,42,,53.72528553,9.49616892
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90X,25377,Kollmar,Am Deich,42,a,53.72513531,9.49657748
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90Y,25377,Kollmar,Am Deich,43,,53.72421408,9.50023297
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90Z,25377,Kollmar,Am Deich,44,,53.72489231,9.49737199
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90q,25377,Kollmar,Altfelder Straße,1,,53.76023683,9.47784256
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90r,25377,Kollmar,Altfelder Straße,2,,53.76050419,9.47813717
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90s,25377,Kollmar,Altfelder Straße,3,,53.76020286,9.47820114
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90t,25377,Kollmar,Altfelder Straße,4,,53.76002494,9.47857285
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90u,25377,Kollmar,Altfelder Straße,5,,53.76003839,9.47927953
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90v,25377,Kollmar,Altfelder Straße,6,,53.75984234,9.47953231
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90w,25377,Kollmar,Am Deich,1,,53.72640573,9.48961304
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90x,25377,Kollmar,Am Deich,11,,53.72616307,9.49104618
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90y,25377,Kollmar,Am Deich,13,,53.72600038,9.49159181
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a90z,25377,Kollmar,Am Deich,15,,53.72594674,9.49193542
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a910,25377,Kollmar,Am Deich,5,,53.72631925,9.49044568
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a911,25377,Kollmar,Am Deich,52,,53.72411598,9.50092189
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a912,25377,Kollmar,Am Deich,54,,53.72402888,9.50152892
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a913,25377,Kollmar,Am Deich,7,,53.72626329,9.49064905
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a914,25377,Kollmar,Am Deich,9,,53.72620169,9.49084411
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a915,25377,Kollmar,An der Chaussee,1,,53.73861719,9.49998422
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a916,25377,Kollmar,An der Chaussee,2,,53.73726937,9.49905933
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a917,25377,Kollmar,An der Chaussee,3,,53.73704122,9.49883509
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a918,25377,Kollmar,An der Chaussee,4,,53.7367966,9.49863329
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a919,25377,Kollmar,An der Chaussee,5,,53.73356443,9.49567617
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a91A,25377,Kollmar,Bielenberg,26,,53.74584477,9.44062404
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0004a91B,25377,Kollmar,Bielenberg,28,,53.74572907,9.44068959
