# Amtliche Adressen für die Postleitzahl 24241
#
# Heruntergeladen aus dem INSPIRE WFS-Downloaddienst des Landesamtes für
# Vermessung und Geoinformation Schleswig-Holstein. Die Daten stehen unter
# der CC-BY-4.0-Lizenz.
#
# Datenquelle: © GeoBasis-DE/LVermGeo SH/CC BY 4.0
# Mehr Informationen: https://github.com/hriebl/sh-addresses
# Stichtag: 03.04.2025
uri,plz,stadt,strasse,nummer,zusatz,lat,lon
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1A,24241,Blumenthal,Roggenberg,2,,54.22752469,9.99459281
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1B,24241,Blumenthal,Roggenberg,3,,54.22788788,9.99455027
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1C,24241,Blumenthal,Roggenberg,5,,54.22807302,9.99484946
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1D,24241,Blumenthal,Roggenberg,5,a,54.22800724,9.99471101
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1E,24241,Blumenthal,Roggenberg,7,,54.2281329,9.99510714
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1F,24241,Blumenthal,Roggenberg,9,,54.22817538,9.99519373
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1G,24241,Blumenthal,Blumenthaler Berg,1,,54.22975327,10.02114604
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1H,24241,Blumenthal,Blumenthaler Berg,10,,54.2318312,10.02273991
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1I,24241,Blumenthal,Blumenthaler Berg,11,,54.2328208,10.02340118
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1J,24241,Blumenthal,Blumenthaler Berg,12,,54.23457456,10.02471237
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1K,24241,Blumenthal,Blumenthaler Berg,2,,54.22970898,10.02178866
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1L,24241,Blumenthal,Blumenthaler Berg,3,,54.22979467,10.02195865
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1M,24241,Blumenthal,Blumenthaler Berg,4,,54.22995553,10.02205631
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1N,24241,Blumenthal,Blumenthaler Berg,4,a,54.23017757,10.02194174
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1O,24241,Blumenthal,Blumenthaler Berg,5,,54.23005673,10.02236028
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1P,24241,Blumenthal,Blumenthaler Berg,6,,54.23037592,10.02202752
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1Q,24241,Blumenthal,Blumenthaler Berg,7,,54.23036049,10.02274623
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1R,24241,Blumenthal,Blumenthaler Berg,8,,54.23085273,10.02187269
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1S,24241,Blumenthal,Blumenthaler Berg,9,,54.23059546,10.02191558
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1T,24241,Blumenthal,Bollhuser Teich,10,,54.23991904,9.98439796
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1U,24241,Blumenthal,Bollhuser Teich,12,,54.24253776,9.98555654
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1V,24241,Blumenthal,Bollhuser Teich,14,,54.24294443,9.985025
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1W,24241,Blumenthal,Bollhuser Teich,2,,54.23303139,9.978621
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1X,24241,Blumenthal,Bollhuser Teich,4,,54.23296675,9.97887257
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1Y,24241,Blumenthal,Bollhuser Teich,6,,54.2329544,9.97947113
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1Z,24241,Blumenthal,Bollhuser Teich,7,,54.23918625,9.98333677
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1u,24241,Blumenthal,Roggenberg,1,,54.22767549,9.99430409
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1v,24241,Blumenthal,Roggenberg,1,a,54.2274786,9.99423391
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1w,24241,Blumenthal,Roggenberg,11,,54.22835443,9.99539443
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1x,24241,Blumenthal,Roggenberg,13,,54.22841793,9.99543254
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1y,24241,Blumenthal,Roggenberg,15,,54.22863795,9.99501165
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP1z,24241,Blumenthal,Roggenberg,17,,54.22882389,9.99474111
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP20,24241,Blumenthal,Bollhuser Teich,8,,54.23941879,9.98335013
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP21,24241,Blumenthal,Bollhuser Weg,2,,54.23473474,9.98531859
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP22,24241,Blumenthal,Bollhuser Weg,4,,54.23510287,9.98803511
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP23,24241,Blumenthal,Dieker Weg,1,,54.22802527,9.9958751
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP24,24241,Blumenthal,Dieker Weg,3,,54.22822547,9.99581681
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP25,24241,Blumenthal,Dorfstraße,1,,54.22927891,9.98605814
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP26,24241,Blumenthal,Dorfstraße,10,,54.22704596,9.99829914
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP27,24241,Blumenthal,Dorfstraße,11,,54.22940293,9.98795771
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP28,24241,Blumenthal,Dorfstraße,12,,54.22672982,9.99861777
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP29,24241,Blumenthal,Dorfstraße,13,,54.22745726,9.99366857
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP2A,24241,Blumenthal,Dorfstraße,34,c,54.2261067,10.00431332
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP2B,24241,Blumenthal,Dorfstraße,34,d,54.22613251,10.00486168
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP2C,24241,Blumenthal,Dorfstraße,34,e,54.22598855,10.00532343
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP2D,24241,Blumenthal,Dorfstraße,35,,54.22644464,10.00203921
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP2E,24241,Blumenthal,Dorfstraße,36,,54.22561345,10.00532278
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP2F,24241,Blumenthal,Dorfstraße,36,a,54.22579998,10.00512827
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP2G,24241,Blumenthal,Dorfstraße,36,b,54.22570886,10.00457793
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP2H,24241,Blumenthal,Dorfstraße,37,,54.22671405,10.00331878
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP2I,24241,Blumenthal,Dorfstraße,37,a,54.22687821,10.0031926
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP2J,24241,Blumenthal,Dorfstraße,38,,54.22584887,10.00557662
https://registry.gdi-de.org/id/de.sh.inspire.ad.alkis/Address_DESHPDHK0002bP2K,24241,Blumenthal,Dorfstraße,39,,54.22626716,10.00299823
